Title,Normal_price,Current_price,Sku,Code,Weight,Category,Brand,Sub_category,Img_url,Processor,Motherboard,Ssd,Ram,Vga,Psu,Fan_casing,Cpu_cooler,Network,Casing,Keyboard_mouse,Mousepad,Software
EK Creator Alpha iCraft 407s,25.969.000,Rp25.590.000,191627,EK UJU2E24,30 Kg,PC Ready,EK Multimedia,EK Creator Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/17/0fb31db2-4978-495a-b160-aaae0cfef383.jpg'],Intel Core i7-12700K 3.6GHz Up To 5.0GHz - Cache 25MB [Box] Socket LGA 1700 - Alder Lake Series,"MAXSUN iCraft Z790 WIFI (LGA1700, Z790, DDR5, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 4070 SUPER 12GB GDDR6X 2X V2 (1-Click OC) - Lighting EFFECT - DUAL FAN - Garansi 3 Thn,1STPLAYER NGDP ATX 3.1 750W HA-750BA4 80+ Gold Certified - Full Modular - ATX3.1 and PCIe 5.1 Ready - Embossed Cable - 10 Years Warranty Replacement,None,be quiet! Silent Loop 2 280mm - Significant Quiet & Exceptional Cooling - 2xSilent Wings 3 140mm PWM,None,LIAN LI LANCOOL 216 RGB BLACK - 4.0mm TEMPERED GLASS - USB Type C Included - FREE 2 PCS 16CM ARGB FANS + 1 PCS 14CM PWM FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleMoonz Premium 770XT,27.140.000,Rp26.390.000,191416,EK 9P3PH24,29 Kg,PC Ready,EK Gaming,EK Gaming BattleMoonz Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/8/d5081767-da3e-42eb-8f95-b159aee1ddd0.jpg'],AMD Ryzen 5 9600X 3.9Ghz Up To 5.4Ghz Cache 32MB 65W AM5 [Box] - 6 Core - 100-100001405WOF,"ASRock B650M Pro RS WIFI (AM5, AMD B650, DDR5, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Sapphire PURE Radeon RX 7700 XT 12GB GDDR6 Gaming OC,LIAN LI EDGE850 850W BLACK with L-Shape Design - 80+ Platinum Certified - Built-in USB HUB - Cybenetics ATX 3.1 - PCIE 5.1 Ready - 10 Years Warranty Replacement,LIAN LI UNI FAN SL-INFINITY 120 WHITE - 3PCS 12CM ARGB FAN & CONTROLLER - Infinity Mirror ARGB Fan,LIAN LI GALAHAD AIO UNI FAN SL Edition 240 - WHITE - ARGB - MAGNETIC ALUMINIUM CAP - ALUMINIUM HOUSING,None,LIAN LI O11 DYNAMIC MINI AIR WHITE - MESH FRONT & TOP PANEL - 2 PCS 14CM WHITE FANS + 1 PC 12CM WHITE FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForties PRO-SP,28.840.000,Rp28.490.000,190716,EK AKBNH24,25 Kg,PC Ready,EK Gaming,EK Gaming BattleForties Series,"['https://assets.enterkomputer.com/frontend/pcready/15-8-24-Battle-Forties-Pro-SP1-1724146329.jpg', 'https://assets.enterkomputer.com/frontend/pcready/15-8-24-Battle-Forties-Pro-SP5-1724146329.jpg', 'https://assets.enterkomputer.com/frontend/pcready/15-8-24-Battle-Forties-Pro-SP2-1724146330.jpg', 'https://assets.enterkomputer.com/frontend/pcready/15-8-24-Battle-Forties-Pro-SP3-1724146330.jpg', 'https://assets.enterkomputer.com/frontend/pcready/15-8-24-Battle-Forties-Pro-SP4-1724146330.jpg']",Intel Core i5-14600K 3.5GHz Up To 5.3GHz - Cache 24MB [Box] Socket LGA 1700 - Raptor Lake Refresh Series,"MAXSUN iCraft Z790 WIFI (LGA1700, Z790, DDR5, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4070 SUPER 12GB GDDR6X ICHILL X3 - RGB Lighting - TRIPLE FAN - Garansi 3 Thn,Antec NeoECO Gold Modular 850W - NE850G M ATX 3.0 - PCIe 5.0 Ready - 80+ Gold Certified - Full Modular - 10 Years Warranty,None,Antec Symphony 360 ARGB Liquid Cooler - Mirror ARGB Lighting Pump Head with ARGB PWM Fan,None,Antec CONSTELLATION C3 BLACK ARGB - Mid-Tower Gaming Case - Massive Airflow via Honeycomb Mesh - 4mm Tempered Glass Side Panel - Type-C 3.2 Gen 2 Ready - Free 3Pcs 120mm PWM ARGB Fans Reverse + 1Pcs 120mm PWM ARGB Fans,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleFreedomz Premium,30.270.000,Rp29.690.000,189244,EK ND31C24,30 Kg,PC Ready,EK Gaming,EK Gaming BattleFreedomz - Theme Series,"['https://assets.enterkomputer.com/frontend/pcready/18-5-24-Battle-Freedoomz-Premium1--2--1723001057.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-5-24-Battle-Freedoomz-Premium5--2--1723001058.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-5-24-Battle-Freedoomz-Premium2--2--1723001058.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-5-24-Battle-Freedoomz-Premium3--2--1723001059.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-5-24-Battle-Freedoomz-Premium4--2--1723001059.jpg']",AMD Ryzen 7 7800X3D 4.2GHz Up To 5.0GHz Cache 96MB 120W AM5 [Box] - 8 Core - 100-100000910WOF (Garansi Lokal/AMD Indonesia),"MSI B650 Gaming Plus WIFI (AM5, AMD B650, DDR5, USB3.2 Type-C, SATA3)",ADATA LEGEND 850 Lite 2TB NVME PCIe Gen4x4 - R 5000MB/S W 4200MB/S - ALEG-850L-2000GCS,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Sapphire NITRO+ Radeon RX 7800 XT 16GB GDDR6 Gaming OC,Super Flower Leadex III Gold 850W - SF-850F14HG - 80 PLUS GOLD - Full Modular - PCIe 5.0 Ready - 10 Years,CUBE GAMING MAGNET BLACK A-RGB Fan (3 x 120MM) Wireless Connection Fan with Remote Controller,be quiet! Dark Rock Elite - Peak Performance and Legendary Cooling - ARGB Leds - 2x Silent Wings 135mm PWM Fan,None,PRIME H-[Y] V2.0 BLACK - MODERN AESTHETIC DUAL CHAMBER ATX CASE - TEMPERED GLASS,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar Race,33.860.000,Rp33.490.000,187887,EK 2M42924,90 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/Battlestar-Race2-0004-1-copy-1713245604.jpg', 'https://assets.enterkomputer.com/frontend/pcready/Battlestar-Race2-0003-PC-copy-1713245604.jpg', 'https://assets.enterkomputer.com/frontend/pcready/Battlestar-Race2-0002-RIG-GT-copy-1713245605.jpg', 'https://assets.enterkomputer.com/frontend/pcready/Battlestar-Race2-0001-thrustmaster-copy-1713245605.jpg', 'https://assets.enterkomputer.com/frontend/pcready/Battlestar-Race2-0000-monitor-copy-1713245605.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Box] Socket LGA 1700 - Alder Lake Series,"Asus PRIME B660M-A WIFI D4 (LGA1700, B660, DDR4, USB3.2, SATA3)",MSI Spatium M450 M.2 NVMe PCIe Gen4 x4 1TB - Grs 5th,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PNY Geforce RTX 3060 12GB DDR6 VERTO Dual Fan LHR,1STPLAYER ARMOUR 650W Gaming PSU - PS-650AR 80+ Gold Certified - 5 Years Warranty Replacement,CUBE GAMING CHAIN BLACK A-RGB Fan (3 x 120MM) Wireless Connection Fan,CUBE GAMING STORM V2 - SINGLE FAN 12CM ARGB - Universal Socket (AM5 Ready),None,CUBE GAMING COMSEL BLACK - ATX Gaming Case - Front & Left Side Tempered Glass - USB Type C Included - Dust Filter - PSU Cover - FREE 2PCS 12CM ARGB FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleConceptor 580,6.445.000,Rp6.350.000,191373,EK QJQ1C24,18 Kg,PC Ready,EK Gaming,EK Gaming BattleConceptor Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/1/ced1e26c-e5f4-40e1-ae25-406e7c3aa592.jpg'],AMD Ryzen 5 5500 3.6Ghz Up To 4.2Ghz Cache 16MB 65W AM4 [Box] - 6 Core - 100-100000457BOX - with Wraith Stealth Cooler (Garansi Lokal/AMD Indonesia),"MAXSUN Terminator B550M (AM4, AMD B550, DDR4, USB3.2, SATA3)",KLEVV SSD CRAS C710 512GB M.2 2280 NVMe PCle Gen3 x4 - K512GM2SP0-C71 - R2050MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Arktek Radeon RX 580 8GB GDDR5 Cyclops - Garansi 3 Thn,1STPLAYER ACK Series 550W HA-550AC1 80+ Certified with Embossed Cable - Active PFC - 140MM Hydraulic Bearing - Premium Quality Capacitors - 5 Years Warranty,Paradox Hypersonic F-400 Black V2 12CM Rainbow Fan,None,TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING SHAFEL Lite S BLACK - mATX Gaming Case - Front & Left Side Tempered Glass - Mini Dual Chamber Design - Airflow Potential - Dust Filter,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleConceptor NV,6.960.000,Rp6.850.000,187940,EK 2RTQ224,16 Kg,PC Ready,EK Gaming,EK Gaming BattleConceptor Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/15/99d49836-2cc4-416e-bc5f-7f513c558b8f.jpg'],AMD Ryzen 5 5500 3.6Ghz Up To 4.2Ghz Cache 16MB 65W AM4 [Box] - 6 Core - 100-100000457BOX - with Wraith Stealth Cooler (Garansi Lokal/AMD Indonesia),"MAXSUN Terminator B550M (AM4, AMD B550, DDR4, USB3.2, SATA3)",KLEVV SSD CRAS C710 512GB M.2 2280 NVMe PCle Gen3 x4 - K512GM2SP0-C71 - R2050MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce GTX 1650 4GB GDDR6 TWIN X2 OC V3 - DUAL FAN - Garansi 3 Thn,1STPLAYER ACK Series 550W HA-550AC1 80+ Certified with Embossed Cable - Active PFC - 140MM Hydraulic Bearing - Premium Quality Capacitors - 5 Years Warranty,Paradox Hypersonic F-400 Black V2 12CM Rainbow Fan,None,TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,Antec NX200M - mATX Gaming Case - Left Side Glass Door - FREE 1 PCS 12CM FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleConceptor 165 WHITE,7.130.000,Rp6.990.000,191610,EK 0S2DD24,18 Kg,PC Ready,EK Gaming,EK Gaming BattleConceptor Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/14/f4995614-0aaf-44dc-8380-af8473911a92.jpg'],AMD Ryzen 5 5500 3.6Ghz Up To 4.2Ghz Cache 16MB 65W AM4 [Box] - 6 Core - 100-100000457BOX - with Wraith Stealth Cooler (Garansi Lokal/AMD Indonesia),"ASRock B550M Pro SE (AM4, AMD PRO565, DDR4, USB3.2, SATA3)",KLEVV SSD CRAS C710 512GB M.2 2280 NVMe PCle Gen3 x4 - K512GM2SP0-C71 - R2050MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX Geforce GTX 1650 4GB GDDR6 EX PLUS (1-Click OC) - DUAL FAN - Garansi 3 Thn,1STPLAYER ACK Series 550W HA-550AC1 80+ Certified with Embossed Cable - Active PFC - 140MM Hydraulic Bearing - Premium Quality Capacitors - 5 Years Warranty,Paradox Hypersonic F-400 White V2 12CM Rainbow Fan,None,TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING SANG WHITE - mATX Gaming Case - All White Inside - Front & Left Side Tempered Glass - Dust Filter - PSU Cover,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleConceptor SR,8.410.000,Rp8.250.000,186521,EK CTKPF23,20 Kg,PC Ready,EK Gaming,EK Gaming BattleConceptor Series,"['https://assets.enterkomputer.com/frontend/pcready/17-7-24-Battle-Conceptor-SR1-1721208770.jpg', 'https://assets.enterkomputer.com/frontend/pcready/17-7-24-Battle-Conceptor-SR5-1721208770.jpg', 'https://assets.enterkomputer.com/frontend/pcready/17-7-24-Battle-Conceptor-SR2-1721208789.jpg', 'https://assets.enterkomputer.com/frontend/pcready/17-7-24-Battle-Conceptor-SR3-1721208790.jpg', 'https://assets.enterkomputer.com/frontend/pcready/17-7-24-Battle-Conceptor-SR4-1721208790.jpg']",AMD Ryzen 5 5500 3.6Ghz Up To 4.2Ghz Cache 16MB 65W AM4 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"ASRock B450M Steel Legend (AM4, AMD Promontory B450, DDR4, USB3.1, SATA3)",KLEVV SSD CRAS C710 512GB M.2 2280 NVMe PCle Gen3 x4 - K512GM2SP0-C71 - R2050MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PELADN GeForce GTX 1660 SUPER 6GB GDDR6 KaiTian - DUAL FAN - Garansi 2 Thn,1STPLAYER DK PREMIUM PS-500AX 80+ Bronze Certified - Japanese Main Capacitors - 5 Years Warranty Replacement,CUBE GAMING FIX White - Rainbow 12CM FAN,CUBE GAMING BREEZE Single White CPU Cooler - Single Fan 12CM ARGB - 4 Copper Heat Pipes - Universal Socket (AM5 Ready),TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING CURVAR WHITE - mATX Gaming Case - Front Curve Design & Left Side Tempered Glass - Airflow Potential - Dust Filter,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleConceptor TI,8.930.000,Rp8.750.000,186931,EK 0HUTE23,20 Kg,PC Ready,EK Gaming,EK Gaming BattleConceptor Series,"['https://assets.enterkomputer.com/frontend/pcready/26-6-24-Battle-Conceptor-TI1-1719803895.jpg', 'https://assets.enterkomputer.com/frontend/pcready/26-6-24-Battle-Conceptor-TI5-1721628016.jpg', 'https://assets.enterkomputer.com/frontend/pcready/26-6-24-Battle-Conceptor-TI2-1721628025.jpg', 'https://assets.enterkomputer.com/frontend/pcready/26-6-24-Battle-Conceptor-TI3-1721628028.jpg', 'https://assets.enterkomputer.com/frontend/pcready/26-6-24-Battle-Conceptor-TI4-1721628028.jpg']",AMD Ryzen 5 5500 3.6Ghz Up To 4.2Ghz Cache 16MB 65W AM4 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"ASRock B450 Pro4 R2.0 (AM4, AMD Promontory B450, DDR4, USB3.2, SATA3)",KLEVV SSD CRAS C710 512GB M.2 2280 NVMe PCle Gen3 x4 - K512GM2SP0-C71 - R2050MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce GTX 1660 Ti 6GB GDDR6 (1-Click OC) - DUAL FAN - [New Item - Brown Box] - Garansi 3 Thn,Super Flower ZILLION DB 650W -SF-650Z12DB - 80 PLUS BRONZE - Flat Cable - 5 Years,PCCooler EF120 ARGB Black - Triple Pack (3Pcs x 120mm Fan),PCCooler R300 ARGB Black CPU Cooler,TP - Link 150 Mbps Wireless N PCI Express Adapter - TL-WN781ND,Antec AX51 - Mid-Tower Gaming Case - Slanted Bar Air Intake Design - Tempered Glass - FREE 3 PCS 12CM ARGB FANS,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForteer NV,13.915.000,Rp13.690.000,190918,EK 4R60F24,24 Kg,PC Ready,EK Gaming,EK Gaming BattleForteer Series,"['https://assets.enterkomputer.com/frontend/pcready/6-9-24-Battle-Forteer-NV-1-1725681845.jpg', 'https://assets.enterkomputer.com/frontend/pcready/6-9-24-Battle-Forteer-NV-5-1725681845.jpg', 'https://assets.enterkomputer.com/frontend/pcready/6-9-24-Battle-Forteer-NV-2-1725681845.jpg', 'https://assets.enterkomputer.com/frontend/pcready/6-9-24-Battle-Forteer-NV-3-1725681846.jpg', 'https://assets.enterkomputer.com/frontend/pcready/6-9-24-Battle-Forteer-NV-4-1725681846.jpg']",AMD Ryzen 5 7500F 3.7Ghz Up To 5.0Ghz Cache 32MB 65W AM5 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"MAXSUN Challenger B650M WIFI (AM5, AMD B650, DDR5, USB3.2, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Inno3D GeForce RTX 4060 8GB GDDR6 TWIN X2 - DUAL FAN - Garansi 3 Thn,be quiet! SYSTEM POWER 10 U 550W - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany,CUBE GAMING MAGNET BLACK A-RGB Fan (3 x 120MM) Wireless Connection Fan with Remote Controller,be quiet! Pure Rock 2 - Quiet and Effective Cooling - 1x Pure Wings 2 120mm PWM fan,None,CUBE GAMING CURVAR BLACK - mATX Gaming Case - Front Curve Design & Left Side Tempered Glass - Airflow Potential - Dust Filter,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForteer 406Ti,16.225.000,Rp15.950.000,190919,EK 374JB24,26 Kg,PC Ready,EK Gaming,EK Gaming BattleForteer Series,"['https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Forteer-406-Ti-1--2--1726890879.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Forteer-406-Ti-5--2--1726890888.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Forteer-406-Ti-2--2--1726890889.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Forteer-406-Ti-3--2--1726890889.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Forteer-406-Ti-4--2--1726890889.jpg']",AMD Ryzen 5 7500F 3.7Ghz Up To 5.0Ghz Cache 32MB 65W AM5 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"MAXSUN Challenger B650M WIFI (AM5, AMD B650, DDR5, USB3.2, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),MAXSUN GeForce RTX 4060 Ti 8GB GDDR6 Terminator B 8G - Cyber RGB - DUAL FAN - Garansi 3 Thn,be quiet! SYSTEM POWER 10 U 650W - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany,None,PRIME PREMIUM GALATEK 360 BLACK - ARGB Liquid Cooler with LCD Display,None,Antec CX300M RGB BLACK - Mini Tower Gaming Case - 4mm Tempered Glass Side Panel - Free 2Pcs 120mm RGB Fans Reverse + 1Pcs 120mm RGB Fans,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForteer PLUS-EX,16.820.000,Rp16.590.000,190409,EK K9ZYD24,25 Kg,PC Ready,EK Gaming,EK Gaming BattleForteer Series,"['https://assets.enterkomputer.com/frontend/pcready/29-7-2024-Battle-Forteer-Plus-EX-1-1722249228.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-2024-Battle-Forteer-Plus-EX-5-1722249229.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-2024-Battle-Forteer-Plus-EX-2-1722249231.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-2024-Battle-Forteer-Plus-EX-3-1722249231.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-2024-Battle-Forteer-Plus-EX-4-1722249231.jpg']",AMD Ryzen 5 7500F 3.7Ghz Up To 5.0Ghz Cache 32MB 65W AM5 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"ASRock B650M Pro RS (AM5, AMD B650, DDR5, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 4060 Ti 8GB GDDR6 EX (1-Click OC) WHITE EDITION - RGB EFFECT - DUAL FAN - Garansi 3 Thn,1STPLAYER ARMOUR 650W Gaming PSU - PS-650AR 80+ Gold Certified - 5 Years Warranty Replacement,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (3x 12CM PWM Fan A-RGB),CUBE GAMING ILLUMINE - Mirror RGB TOP Cover - 6 Copper Heat Pipes - Dual Fan 12CM Infinity ARGB - Metal Bracket - Universal Socket (AM5 Ready),TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,LIAN LI LANCOOL 205M MESH SNOW - mATX - Tempered Glass Left Side Panel - FREE 2Pcs 140MM ARGB PWM Fan,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForteer 406Ti WHITE,17.960.000,Rp17.690.000,191169,EK PVS9J24,24 Kg,PC Ready,EK Gaming,EK Gaming BattleForteer Series,"['https://assets.enterkomputer.com/frontend/pcready/17-9-24-BattleForteer-406Ti-WHITE-1-1726890958.jpg', 'https://assets.enterkomputer.com/frontend/pcready/17-9-24-BattleForteer-406Ti-WHITE-5-1726890958.jpg', 'https://assets.enterkomputer.com/frontend/pcready/17-9-24-BattleForteer-406Ti-WHITE-2-1726890958.jpg', 'https://assets.enterkomputer.com/frontend/pcready/17-9-24-BattleForteer-406Ti-WHITE-3-1726890959.jpg', 'https://assets.enterkomputer.com/frontend/pcready/17-9-24-BattleForteer-406Ti-WHITE-4-1726890959.jpg']",AMD Ryzen 5 7500F 3.7Ghz Up To 5.0Ghz Cache 32MB 65W AM5 [Tray] - 6 Core - NEW UNIT - 1 Years Warranty Replacement,"ASRock B650M Pro RS WIFI (AM5, AMD B650, DDR5, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C710 1TB M.2 2280 NVMe PCle Gen3 x4 - K01TBM2SP0-C71 - R2100MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),MAXSUN GeForce RTX 4060 Ti 8GB GDDR6 Terminator W 8G White Edition - Cyber RGB - DUAL FAN - Garansi 3 Thn,be quiet! SYSTEM POWER 10 U 650W - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (5x 12CM PWM Fan A-RGB),PRIME AURORALUS 240MM WHITE - ARGB Liquid Cooler with ARGB Luminous Water-Cooled Pipes,None,PRIME R-[CS] WHITE BLACK - ATX - ALUMUNIUM GAMING CASE - DUAL SIDE TEMPERED GLASS,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForteer PLUS-X D4,18.219.000,Rp17.890.000,190642,EK P3FYV24,28 Kg,PC Ready,EK Gaming,EK Gaming BattleForteer Series,"['https://assets.enterkomputer.com/frontend/pcready/5-9-24-Battle-Forteer-Plus-XD4-1--2--1725704523.jpg', 'https://assets.enterkomputer.com/frontend/pcready/5-9-24-Battle-Forteer-Plus-XD4-5--2--1725704538.jpg', 'https://assets.enterkomputer.com/frontend/pcready/5-9-24-Battle-Forteer-Plus-XD4-2--2--1725704539.jpg', 'https://assets.enterkomputer.com/frontend/pcready/5-9-24-Battle-Forteer-Plus-XD4-3--2--1725704539.jpg', 'https://assets.enterkomputer.com/frontend/pcready/5-9-24-Battle-Forteer-Plus-XD4-4--2--1725704539.jpg']",AMD Ryzen 7 5800X 3.8Ghz Up To 4.7Ghz Cache 32MB 105W AM4 [Tray] - 8 Core - NEW UNIT - 1 Years Warranty Replacement,"ASRock B550M Pro4 (AM4, AMD Promontory B550, DDR4, USB3.2, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),MAXSUN GeForce RTX 4060 Ti 8GB GDDR6 Terminator B 8G - Cyber RGB - DUAL FAN - Garansi 3 Thn,be quiet! SYSTEM POWER 10 U 650W - 80+ Bronze Certified - 5 Years Warranty - Number 1 PSU in Germany,Antec Neon 120 ARGB 3 in 1 Pack with Controller - 12CM ARGB PWM Fan,Antec Vortex 240 ARGB Liquid Cooler - Suspended Spiral Pump Head Design - 2x Fusion 120 PWM ARGB Fan,TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,Antec CONSTELLATION C5 BASIC - Mid-Tower Gaming Case - Stylish Front Panel - Dual Chamber Design - 4mm Tempered Glass Side Panel,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleForteer PLUS-X,18.805.000,Rp18.490.000,187109,EK D9Z2R23,23 Kg,PC Ready,EK Gaming,EK Gaming BattleForteer Series,"['https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Forteer-Plus-X-1-1722414050.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Forteer-Plus-X-5-1722414050.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Forteer-Plus-X-2-1722414051.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Forteer-Plus-X-3-1722414052.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Forteer-Plus-X-4-1722414052.jpg']",AMD Ryzen 5 7600X 4.7Ghz Up To 5.3Ghz Cache 32MB 105W AM5 [Box] - 6 Core - 100-100000593WOF,"MSI PRO B650M-A WIFI (AM5, AMD B650, DDR5, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 4060 Ti 8GB GDDR6 (1-Click OC) - Lighting EFFECT - DUAL FAN - Garansi 3 Thn,Super Flower Mega Series 700W - SF-700R12ST - 80 PLUS White - 5 Years,None,PRIME PREMIUM ANIMA 360MM BLACK - ARGB Liquid Cooler with LCD Display Custom,None,Antec CX700 RGB ELITE - Mid-Tower Gaming Case - 4mm Tempered Glass Side Panel - Type-C 3.2 Gen 2 Ready - Free 5Pcs 120mm RGB Fans Reverse + 1Pcs 120mm RGB Fans,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
